경기 일정,지역,비고,시간,3-시간,2-시간,1-시간,0시간,1시간,2시간,누적 강수량
2020-10-20,광주,0,18:30,0,0,0,0,0,0,0
2020-10-21,광주,1,18:30,0.2,0.6,3.2,2.4,2,1,6.4
2020-10-23,광주,0,18:30,0,0,0,0,0,0,0
2020-10-24,광주,0,17:00,0,0,0,0,0,0,0
2020-10-25,광주,0,14:00,0,0,0,0,0,0,0
2020-10-27,광주,0,18:30,0,0,0,0,0,0,0
2020-10-28,광주,0,18:30,0,0,0,0,0,0,0
2020-10-29,광주,0,18:30,0,0,0,0,0,0,0
2020-10-31,광주,0,17:00,0,0,0,0,0,0,0
2021-04-09,광주,0,18:30,0,0,0,0,0,0,0
2021-04-10,광주,0,17:00,0,0,0,0,0,0,0
2021-04-11,광주,0,14:00,0,0,0,0,0,0,0
2021-04-13,광주,0,18:30,0,0,0,0,0,0,0
2021-04-14,광주,0,18:30,0,0,0,0,0,0,0
2021-04-15,광주,0,18:30,0,0,0,0,0,0,0
2021-04-23,광주,0,18:30,0,0,0,0,0,0,0
2021-04-24,광주,0,17:00,0,0,0,0,0,0,0
2021-04-25,광주,0,14:00,0,0,0,0,0,0,0
2021-04-27,광주,0,18:30,0,0,0,0,0,0,0
2021-04-28,광주,0,18:30,0,0,0,0,0,0,0
2021-04-29,광주,0,18:30,0,0,0,0,0,0,0
2021-05-08,광주,0,17:00,0,0,0,0,0,0,0
2021-05-09,광주,0,14:00,0,0,0,0,0,0,0
2021-05-09,광주,0,17:00,0,0,0,0,0,0,0
2021-05-11,광주,0,18:30,0,0,0,0,0,0,0
2021-05-12,광주,0,18:30,0,0,0,0,0,0,0
2021-05-13,광주,0,18:30,0,0,0,0,0,0,0
2021-05-18,광주,0,18:30,0,0,0,0,0,0,0
2021-05-19,광주,0,14:00,0,0,0,0,0,0,0
2021-05-20,광주,1,18:30,0,0.1,0.9,1.4,0.7,0.3,2.4
2021-05-26,광주,0,18:30,0,0,0,0,0,0,0
2021-05-27,광주,0,18:30,0,0,0,0,0,0,0
2021-05-28,광주,0,18:30,0,0,0,0,0,0,0
2021-05-29,광주,0,17:00,0,0,0,0,0,0,0
2021-05-30,광주,0,14:00,0,0,0,0,0,0,0
2021-06-04,광주,0,18:30,0,0,0,0,0,0,0
2021-06-05,광주,0,17:00,0,0,0,0,0,0,0
2021-06-06,광주,0,17:00,0,0,0,0,0,0,0
2021-06-15,광주,1,18:30,5.1,4.8,6.6,0.4,0,0.1,16.9
2021-06-16,광주,0,15:00,0,0,0,0,0,0,0
2021-06-16,광주,0,18:30,0,0,0,0,0,0,0
2021-06-17,광주,0,18:30,0,0,0,0,0,0,0
2021-06-29,광주,0,18:30,0,0,1.1,0,0,0,1.1
2021-06-30,광주,0,18:30,0,0,0,0,0,0,0
2021-07-01,광주,0,18:30,0,0,0,0,0,0,0
2021-07-02,광주,0,18:30,0,0,0,0,0,0,0
2021-07-03,광주,1,18:00,1.1,0.2,0,0.2,0,0,1.5
2021-07-04,광주,0,17:00,0,0,0,0,0,0,0
2021-07-05,광주,1,18:30,3.3,0.2,0.4,1.2,4.2,4.6,5.1
2021-07-09,광주,0,18:30,0,0,0,0,0,0,0
2021-07-11,광주,0,17:00,0,0,0,0,0,0,0
2021-08-10,광주,0,18:30,0,0,0,0,0,0,0
2021-08-11,광주,0,18:30,0,0,0,0,0,0,0
2021-08-12,광주,0,18:30,0,0,0,0,0.6,0,0
2021-08-20,광주,0,18:30,0,0,0,0,0,0,0
2021-08-21,광주,1,18:00,0,0,0,2.8,0,0,2.8
2021-08-22,광주,0,17:00,0,0,0,0,0,0,0
2021-08-23,광주,1,18:30,0.9,0,0.3,0.2,0.6,6.7,1.5
2021-08-24,광주,0,18:30,0,0,0,0.2,0,0,0.2
2021-08-25,광주,0,18:30,0,0,0,0,0,2.4,0
2021-08-26,광주,0,18:30,0,0,0,0,0,0,0
2021-08-27,광주,1,18:30,0.3,1.3,0,0.5,0.3,1.8,2.1
2021-09-02,광주,0,18:30,0.1,0.4,0,0,0.1,0,0.6
2021-09-03,광주,0,18:30,0,0,0,0,0,0,0
2021-09-11,광주,0,17:00,0,0,0,0,0,0,0
2021-09-12,광주,0,14:00,0,0,0,0,0,0,0
2021-09-12,광주,0,17:00,0,0,0,0,0,0,0
2021-09-14,광주,0,18:30,0,0,0,0,0,0,0
2021-09-15,광주,0,15:00,0,0,0,0,0,0,0
2021-09-15,광주,0,18:30,0,0,0,0,0,0,0
2021-09-21,광주,0,14:00,0,0,0,0,0,0,0
2021-09-22,광주,0,14:00,1.5,0,0,0,0,0,1.5
2021-09-23,광주,0,18:30,0,0,0,0,0,0,0
2021-09-24,광주,0,18:30,0,0,0,0,0,0,0
2021-09-25,광주,0,17:00,0,0,0,0,0,0,0
2021-09-26,광주,0,14:00,0,0,0,0,0,0,0
2021-09-30,광주,0,18:30,0,0,0,0,0,0,0
2021-10-01,광주,0,18:30,0,0,0,0,0,0,0
2021-10-02,광주,0,17:00,0,0,0,0,0,0,0
2021-10-03,광주,0,14:00,0,0,0,0,0,0,0
2021-10-07,광주,0,18:30,0,0,0,0,0,0,0
2021-10-08,광주,0,18:30,0,0,0,0,0,0,0
2021-10-12,광주,0,18:30,0,0,0,0,0,0,0
2021-10-13,광주,0,18:30,0,0,0,0,0,0,0
2021-10-14,광주,0,18:30,0,0,0,0,0,0,0
2021-10-19,광주,0,18:30,0,0,0,0,0,0,0
2021-10-20,광주,0,18:30,0,0,0,0,0,0,0
2021-10-21,광주,0,18:30,0,0,0,0,0,0,0
2021-10-29,광주,0,18:30,0,0,0,0,0,0,0
2021-10-30,광주,0,17:00,0,0,0,0,0,0,0
2022-04-02,광주,0,14:00,0,0,0,0,0,0,0
2022-04-03,광주,0,14:00,0,0,0,0,0,0,0
2022-04-05,광주,0,18:30,0,0,0,0,0,0,0
2022-04-06,광주,0,18:30,0,0,0,0,0,0,0
2022-04-07,광주,0,18:30,0,0,0,0,0,0,0
2022-04-12,광주,0,18:30,0,0,0,0,0,0,0
2022-04-13,광주,1,18:30,0,0,0,0,0.2,1.1,0
2022-04-14,광주,0,18:30,0,0,0,0,0,0,0
2022-04-19,광주,0,18:30,0,0,0,0,0,0,0
2022-04-20,광주,0,18:30,0,0,0,0,0,0,0
2022-04-21,광주,0,18:30,0,0,0,0,0,0,0
2022-04-29,광주,0,18:30,0,0,0,0,0,0,0
2022-04-30,광주,0,14:00,0,0,0,0,0,0,0
2022-05-01,광주,0,14:00,0,0,0,0,0,0,0
2022-05-03,광주,0,18:30,0,0,0,0,0,0,0
2022-05-04,광주,0,18:30,0,0,0,0,0,0,0
2022-05-05,광주,0,14:00,0,0,0,0,0,0,0
2022-05-10,광주,0,18:30,0,0,0,0,0,0,0
2022-05-11,광주,0,18:30,0,0,0,0,0,0,0
2022-05-12,광주,0,18:30,0,0,0,0,0,0,0
2022-05-20,광주,0,18:30,0,0,0,0,0,0,0
2022-05-21,광주,0,17:00,0,0,0,0,0,0,0
2022-05-22,광주,0,14:00,0,0,0,0,0,0,0
2022-05-27,광주,0,18:30,0,0,0,0,0,0,0
2022-05-28,광주,0,14:00,0,0,0,0,0,0,0
2022-05-29,광주,0,14:00,0,0,0,0,0,0,0
2022-06-07,광주,1,18:30,0,0,0,0.4,1.6,3.3,0.4
2022-06-08,광주,0,18:30,0,0,0,0,0,0,0
2022-06-09,광주,0,18:30,0,0,0,0,0,0,0
2022-06-10,광주,0,18:30,0,0,0,0,0,0,0
2022-06-11,광주,0,17:00,0,0,0,0,0,0,0
2022-06-12,광주,0,17:00,0,0.1,0,0,0,0,0.1
2022-06-17,광주,0,18:30,0,0,0,0,0,0,0
2022-06-18,광주,0,17:00,0,0,0,0,0,0,0
2022-06-19,광주,0,17:00,0,0,0,0,0,0,0
2022-06-21,광주,0,18:30,0,0,0,0,0,0,0
2022-06-22,광주,0,18:30,0,0,0,0,0,0,0
2022-06-23,광주,0,18:30,0,0.2,0,0,0,0.1,0.2
2022-07-05,광주,1,18:30,0,0,0,7,0.3,0,7
2022-07-06,광주,0,18:30,0,0,0,0,0,0,0
2022-07-07,광주,0,18:30,0,0,0,0,0,0,0
2022-07-08,광주,0,18:30,0,0,0,0,0,0,0
2022-07-09,광주,0,18:00,0,0,0,0,0,0,0
2022-07-10,광주,0,17:00,0,0,0,0,0,0,0
2022-07-26,광주,0,18:30,0,0,0,0,0,0,0
2022-07-27,광주,0,18:30,0,0,0,0,0,0,0
2022-07-28,광주,0,18:30,0,0,0,0,0,0,0
2022-07-29,광주,0,18:30,0,0,0,0,0,0,0
2022-07-30,광주,0,18:00,0,0,0,0,0,0,0
2022-07-31,광주,0,17:00,1,0.1,0,,0.6,0,1.1
2022-08-05,광주,0,18:30,0,0,0,0,0,0,0
2022-08-06,광주,0,18:00,0,0,0,0,0,0,0
2022-08-07,광주,0,17:00,0,0,0,0,0,0,0
2022-08-13,광주,0,18:00,0,0,0,0,0,0,0
2022-08-14,광주,0,17:00,0,0,0,0,0,0,0
2022-08-16,광주,1,18:30,0.1,0,0.1,0.1,1.4,0.5,1.7
2022-08-17,광주,0,18:30,0,0,0,0,0,0,0
2022-08-18,광주,0,18:30,0,0,0,0,0,0,0
2022-08-19,광주,0,18:30,0,0,0,0,0,0,0
2022-08-27,광주,0,18:00,0,0,0,0,0,0,0
2022-08-28,광주,0,17:00,0,0,0,0,0,0,0
2022-09-01,광주,0,18:30,0,0,0,0,0,0,0
2022-09-02,광주,0,18:30,0,0,0,0,0,0,0
2022-09-03,광주,0,17:00,0,0,0,0,0,0,0
2022-09-04,광주,0,14:00,0,0,0,0,0,0,0
2022-09-13,광주,0,18:30,0,0,0,0,0.2,0,0.2
2022-09-14,광주,0,18:30,0,0,0,0,0,0,0
2022-09-15,광주,0,18:30,0,0,0,0,0,0,0
2022-09-16,광주,0,18:30,0,0,0,0,0,0,0
2022-09-20,광주,0,18:30,0,0,0,0,0,0,0
2022-09-21,광주,0,18:30,0,0,0,0,0,0,0
2022-09-29,광주,0,18:30,0,0,0,0,0,0,0
2022-10-01,광주,0,17:00,0,0,0,0,0,0,0
2022-10-05,광주,0,18:30,0,0,0,0,0,0,0
2022-10-06,광주,0,18:30,0,0,0,0,0,0,0
2022-10-07,광주,0,18:30,0,0,0,0,0,0,0
2022-10-08,광주,0,17:00,0,0,0,0,0,0,0
2023-04-07,광주,0,18:30,0,0,0,0,0,0,0
2023-04-08,광주,0,17:00,0,0,0,0,0,0,0
2023-04-09,광주,0,14:00,0,0,0,0,0,0,0
2023-04-11,광주,0,18:30,0,0,0,0,0,0,0
2023-04-12,광주,0,18:30,0,0,0,0,0,0,0
2023-04-13,광주,0,18:30,0,0,0,0,0,0,0
2023-04-21,광주,0,18:30,0,0,0,0,0,0,0
2023-04-22,광주,0,17:00,0,0,0,0,0,0,0
2023-04-23,광주,0,14:00,0,0,0,0,0,0,0
2023-04-25,광주,0,18:30,0,0,0,0,0,0,0
2023-04-26,광주,0,18:30,0,0,0,0,0,0,0
2023-04-27,광주,0,18:30,0,0,0,0,0,0,0
2023-05-02,광주,0,18:30,0,0,0,0,0,0,0
2023-05-03,광주,0,18:30,0,0,0,0,0,0,0
2023-05-04,광주,1,18:30,0.3,0.2,0,0.2,1.7,3.3,0.7
2023-05-09,광주,0,18:30,0,0,0,0,0,0,0
2023-05-10,광주,0,18:30,0,0,0,0,0,0,0
2023-05-11,광주,0,18:30,0,0,0,0,0,0,0
2023-05-19,광주,0,18:30,0,0,0,0,0,0,0
2023-05-20,광주,0,17:00,0,0,0,0,0,0,0
2023-05-21,광주,0,14:00,0,0,0,0,0,0,0
2023-05-26,광주,0,18:30,0,0,0,0,0,0,0
2023-05-27,광주,0,14:00,0,0,0,0,0,0,0
2023-05-28,광주,0,14:00,0.1,0,0,0,0,0,0.1
2023-05-30,광주,0,18:30,0,0,0,0,0,0,0
2023-05-31,광주,0,18:30,0,0,0,0,0,0,0
2023-06-01,광주,1,18:30,0,3.8,2.8,0,0,0,6
2023-06-06,광주,0,14:00,0,0,0,0,0,0,0
2023-06-07,광주,0,18:30,0,0,0,0,0,0,0
2023-06-08,광주,0,18:30,0,0,0,0,0,0,0
2023-06-16,광주,0,18:30,0,0,0,0,0,0,0
2023-06-17,광주,0,17:00,0,0,0,0,0,0,0
2023-06-18,광주,0,17:00,0,0,0,0,0,0,0
2023-06-23,광주,0,18:30,0,0,0,0,0,0,0
2023-06-24,광주,0,17:00,0,0,0,0,0,0,0
2023-06-25,광주,1,17:00,0.4,1.7,0.2,1.3,1.9,0.7,3.6
2023-06-27,광주,0,18:30,0,0,0,0,0,0,0
2023-06-28,광주,0,18:30,0,0,0,0,0,0,0
2023-06-29,광주,1,18:30,0,0,0.1,0,0.7,3.2,0.1
2023-07-11,광주,1,18:30,1.2,0.6,19.9,0.1,0,0,21.8
2023-07-12,광주,0,18:30,0,0,0,0,0,0,0
2023-07-13,광주,0,18:30,0,0,0,0,0,0,0
2023-07-21,광주,0,18:30,0,0,0,0,0,0,0
2023-07-22,광주,1,18:00,0.5,0.2,0.4,0.7,0.2,0,11.8
2023-07-23,광주,1,17:00,2.7,4.7,0.7,3.9,0.1,0,12
2023-07-28,광주,0,18:30,0,0,0,0,0,0,0
2023-07-29,광주,0,18:00,0,0,0,0,0,0,0
2023-07-30,광주,0,17:00,0,0,0,0,0,0,0
2023-08-04,광주,0,18:30,0,0,0,0,0,0,0
2023-08-05,광주,0,18:00,0,0,0,0,0,0,0
2023-08-06,광주,0,17:00,0,0,0,0,0,0,0
2023-08-08,광주,1,18:30,0,0,0,0,0,5.1,0
2023-08-09,광주,0,18:30,0,0.3,0,0,0,0,0.3
2023-08-10,광주,1,18:30,0,1,0.6,1,0,0,2.6
2023-08-15,광주,0,17:00,0,0,0,0,0,0,0
2023-08-16,광주,0,18:30,0,0,0,0,0,0,0
2023-08-17,광주,0,18:30,0,0,0,0,0,0,0
2023-08-25,광주,0,18:30,0,0,0,0,0,0,0
2023-08-26,광주,0,18:00,0,0,0,0,0,0,0
2023-08-27,광주,0,14:00,0,0,0,0,0,0,0
2023-08-29,광주,1,18:30,0.3,0,20.5,2.8,0.3,0,23.9
2023-08-30,광주,1,18:30,0.3,1,7.4,2.9,0.8,0,11.3
2023-08-31,광주,0,18:30,0,0,0,0,0,0,0
2023-09-08,광주,0,18:30,0,0,0,0,0,0,0
2023-09-09,광주,0,14:00,0,0,0,0,0,0,0
2023-09-09,광주,0,17:00,0,0,0,0,0,0,0
2023-09-10,광주,0,14:00,0,0,0,0,0,0,0
2023-09-13,광주,0,18:30,0,0,0,0,0,0,0
2023-09-14,광주,1,18:30,0.2,1.7,0.5,0.7,1.4,0.5,3.1
2023-09-15,광주,0,18:30,0,0,0,0,0,0,0
2023-09-16,광주,1,17:00,1.7,22.5,4.4,0.1,0,0,28.7
2023-09-17,광주,0,14:00,0,0,0,0,0,0,0
2023-09-18,광주,0,18:30,0,0,0,0,0,0,0
2023-09-19,광주,0,18:30,0,0,0,0,0,0,0
2023-09-20,광주,1,18:30,1.4,2.1,1.1,0.4,0.1,2,5
2023-09-22,광주,0,18:30,0,0,0,0,0,0,0
2023-09-23,광주,0,17:00,0,0,0,0,0,0,0
2023-09-24,광주,0,14:00,0,0,0,0,0,0,0
2023-10-08,광주,0,14:00,0,0,0,0,0,0,0
2023-10-09,광주,0,14:00,0,0,0,0,0,0,0
2023-10-10,광주,0,18:30,0,0,0,0,0,0,0
2023-10-11,광주,0,18:30,0,0,0,0,0,0,0
2023-10-12,광주,0,18:30,0,0,0,0,0,0,0
2023-10-16,광주,0,18:30,0,0,0,0,0,0,0
2023-10-17,광주,0,18:30,0,0,0,0,0,0,0
2024-03-23,광주,0,14:00,0,0,0,0,0,0,0
2024-03-24,광주,1,14:00,0,0.5,1,0.8,1,1,2.3
2024-03-26,광주,0,18:30,0.2,0,0,0,0,0,0.2
2024-03-27,광주,0,18:30,0,0,0,0,0,0,0
2024-03-28,광주,1,18:30,14.3,10,8,4.6,0,0,36.9
2024-04-05,광주,0,18:30,0,0,0,0,0,0,0
2024-04-06,광주,0,17:00,0,0,0,0,0,0,0
2024-04-07,광주,0,14:00,0,0,0,0,0,0,0
2024-04-09,광주,0,18:30,0,0,0,0,0,0,0
2024-04-10,광주,0,14:00,0,0,0,0,0,0,0
2024-04-11,광주,0,18:30,0,0,0,0,0,0,0
2024-04-19,광주,0,18:30,0,0,0,0,0,0,0
2024-04-20,광주,0,17:00,0.1,0,0,0,0,0,0.1
2024-04-21,광주,0,14:00,0,0,0,0,0,0,0
2024-04-30,광주,0,18:30,0,0,0,0,1,0,1
2024-05-01,광주,0,18:30,0,0,0,0,0,0,0
2024-05-02,광주,0,18:30,0,0,0,0,0,0,0
2024-05-03,광주,0,18:30,0,0,0,0,0,0,0
2024-05-04,광주,0,17:00,0,0,0,0,0,0,0
2024-05-05,광주,1,14:00,1.1,3.3,2.3,4.6,3,1.4,11.3
2024-05-10,광주,0,18:30,0,0,0,0,0,0,0
2024-05-11,광주,0,17:00,0,0,0,0,0,0,0
2024-05-12,광주,0,17:00,0,0,0,0,0,0,0
2024-05-14,광주,0,18:30,0,0,0,0,0,0,0
2024-05-15,광주,0,14:00,0,0,0,0,0,0,0
2024-05-16,광주,0,18:30,0,0,0,0,0,0,0
2024-05-24,광주,0,18:30,0,0,0,0,0,0,0
2024-05-25,광주,0,14:00,0,0,0,0,0,0,0
2024-05-26,광주,0,14:00,0,0,0,0,0,0,0
2024-05-31,광주,0,18:30,0,0,0,0,0,0,0
2024-06-01,광주,0,17:00,0,0,0,0,0,0,0
2024-06-02,광주,0,17:00,0,0,0,0,0,0,0
2024-06-04,광주,0,18:30,0,0,0,0,0,0,0
2024-06-05,광주,0,18:30,0,0,0,0,0,0,0
2024-06-06,광주,0,14:00,0,0,0,0,0,0,0
2024-06-18,광주,0,18:30,0,0,0,0,0,0,0
2024-06-19,광주,0,18:30,0,0,0,0,0,0,0
2024-06-20,광주,0,18:30,0,0,0,0,0,0,0
2024-06-21,광주,0,18:30,0,0,0,0,0,0,0
2024-06-22,광주,1,17:00,6.3,3.6,4.2,1.7,1,0.1,15.8
2024-06-23,광주,0,14:00,0,0,0,0,0,0,0
2024-06-23,광주,0,17:00,0,0,0,0,0,0,0
2024-06-28,광주,0,18:30,0,0,0,0,0,0,0
2024-06-29,광주,1,17:00,5.3,6.8,5.5,2.8,6,0.6,20.4
2024-06-30,광주,1,14:00,1.2,0,0.4,0.3,0.5,0,1.9
2024-06-30,광주,1,17:00,0.3,0.5,0,0,0.1,1.3,0.8
2024-07-12,광주,0,18:30,0,0,0,0,0,0,0
2024-07-13,광주,0,18:00,0,0,0,0,0.8,0,0
2024-07-14,광주,0,17:00,0,0.8,0,0,0,0,0.8
2024-07-16,광주,1,18:30,0,0,3.8,4.5,0.9,0,8.3
2024-07-17,광주,0,18:30,0,3.9,0,0,0,0,3.9
2024-07-18,광주,0,18:30,0,0,0,0,0,1.8,0
2024-07-23,광주,0,18:30,0,0,0,0,0,0,0
2024-07-24,광주,0,18:30,0,0,0,0,0,0,0
2024-07-25,광주,0,18:30,0,0,0,0,0,0,0
2024-07-30,광주,0,18:30,0,0,0,0,0,0,0
2024-07-31,광주,0,18:30,0,0,0,0,0,0,0
2024-08-01,광주,0,18:30,0,0,0,0,0,0,0
2024-08-06,광주,0,18:30,0,0,0,0,0,0,0
2024-08-07,광주,0,18:30,0,0,0,0,0,0,0
2024-08-08,광주,0,18:30,0,0,0,0,0,0,0
2024-08-09,광주,0,18:30,0,0,0,0,0,0,0
2024-08-10,광주,1,18:00,0,0,0,4,12.3,0,4
2024-08-11,광주,0,18:00,0,0,0,0,0,0,0
2024-08-20,광주,1,18:30,0,1.9,0,0,0,4.6,1.9
2024-08-21,광주,0,18:30,0,0.3,0.1,0,0,0,0.4
2024-08-22,광주,0,18:30,0,0,0,0,0.6,0,0
2024-08-27,광주,0,18:30,0,0,0,0,0,1.6,0
2024-08-28,광주,0,18:30,0,0,0,0,0,0,0
2024-08-29,광주,0,18:30,0,0,0,0,0,0,0
2024-09-03,광주,0,18:30,0,0,0,0,0,0,0
2024-09-04,광주,0,18:30,0,0,0,0,0,0,0
2024-09-05,광주,0,18:30,0,0,0,0,0,0,0
2024-09-06,광주,0,18:30,0,0,0,0,4.4,1.1,0
2024-09-07,광주,0,17:00,1.8,1.2,1.3,0,0,0,4.3
2024-09-08,광주,0,14:00,0,0,0,0,0,0,0
2024-09-12,광주,0,18:30,0,0,0,0,0,0,0
2024-09-14,광주,0,17:00,0,0,0,0,0,0,0
2024-09-15,광주,0,14:00,0,0,0,0,0,0,0
2024-09-21,광주,1,17:00,1.2,0.5,3.5,4.2,3.3,3.2,9.4
2024-09-22,광주,1,14:00,0,0,0.4,0.7,0.6,0.8,1.1
2024-09-23,광주,0,18:30,0,0,0,0,0,0,0
2024-09-24,광주,0,18:30,0,0,0,0,0,0,0
2024-09-25,광주,0,18:30,0,0,0,0,0,0,0
2024-09-30,광주,0,18:30,0,0,0,0,0,0,0
2020-05-05,대구,0,14:00,0,0,0,2.5,0,0,2.5
2020-05-06,대구,0,18:30,0,0,0,0,0,0,0
2020-05-07,대구,0,18:30,0,0,0,0,0,0,0
2020-05-08,대구,0,18:30,0,0,0,0,0,0,0
2020-05-09,대구,0,17:00,0,0,0,0,0,0,0
2020-05-10,대구,0,14:00,0,0,0,0,0,0,0
2020-05-19,대구,0,18:30,0,0,0,0,0,0,0
2020-05-20,대구,0,18:30,0,0,0,0,0,0,0
2020-05-21,대구,0,18:30,0,0,0,0,0,0,0
2020-05-22,대구,0,18:30,0,0,0,0,0,0,0
2020-05-23,대구,0,17:00,0,0,0,0,0,0,0
2020-05-24,대구,0,14:00,0,0,0,0,0,0,0
2020-05-29,대구,0,18:30,0,0,0,0,0,0,0
2020-05-30,대구,0,17:00,0,0,0,0,0,0,0
2020-05-31,대구,0,14:00,0,0,0,0,0,0,0
2020-06-09,대구,0,18:30,0,0,0,0,0,0,0
2020-06-10,대구,0,18:30,0,0,0,0,0,0,0
2020-06-11,대구,0,18:30,0,0,0,0,0,0,0
2020-06-12,대구,1,18:30,0,0,0,0,27.5,0,0
2020-06-13,대구,0,14:00,0,0,0,0,0,0,0
2020-06-13,대구,0,17:00,0,0,0,0,0,0,0
2020-06-14,대구,0,17:00,0,0,0,0,0,0,0
2020-06-23,대구,0,18:30,0,0,0,0,0,0,0
2020-06-24,대구,0,18:30,0,0.2,0,0.2,1.2,0,0.4
2020-06-25,대구,0,18:30,0,0,0.3,0,0,0,0.3
2020-06-30,대구,0,18:30,0,0,0,0,0,0,0
2020-07-01,대구,0,18:30,0,0,0,0,0,0,0
2020-07-02,대구,0,18:30,0,0,0,0,0,0,0
2020-07-03,대구,0,18:30,0,0,0,0,0,0,0
2020-07-04,대구,0,18:00,0,0,0,0,0,0,0
2020-07-05,대구,0,17:00,0,0,0,0,0,0,0
2020-07-14,대구,0,18:30,0,0,0,0,0,0,0
2020-07-15,대구,0,18:30,0,0,0,0,0,0,0
2020-07-16,대구,0,18:30,0,0,0,0,0,0,0
2020-07-17,대구,0,18:30,0,0,0,0,0,0,0
2020-07-18,대구,0,18:00,0,0,0,0,0,0,0
2020-07-19,대구,0,17:00,0,0,0,0,0,0,0
2020-07-28,대구,1,18:30,0,0,0,2.6,2.4,2.8,2.6
2020-07-29,대구,0,18:30,0.3,0.2,0,0,0,0,0.5
2020-07-30,대구,0,18:30,0,0,0,0,0,0,0
2020-07-31,대구,0,18:30,0,0,0,0,0,0,0
2020-08-01,대구,0,18:00,0,0,0,0,0,0,0
2020-08-02,대구,0,17:00,0,0,0,0,0,0,0
2020-08-11,대구,0,18:30,0.1,2.8,0,0,0,0,2.9
2020-08-12,대구,0,18:30,0,0,0,0,0,0,0
2020-08-13,대구,0,18:30,0,0,0,0,0,0,0
2020-08-18,대구,0,18:30,0,0,0,0,0,0,0
2020-08-19,대구,0,18:30,0,0,0,0,0,0,0
2020-08-20,대구,0,18:30,0,0,0,0,0,0,0
2020-08-23,대구,0,17:00,0,0,0,0,0,0,0
2020-08-25,대구,0,18:30,0,0,0,0,0,0,0
2020-08-26,대구,0,18:30,0,0,0,0,0,0,0
2020-08-27,대구,0,18:30,0,0,0,0,0,0,0
2020-09-03,대구,0,18:30,0,0,0,0,0,0,0
2020-09-04,대구,0,18:30,0,0,0,0,0,0,0
2020-09-05,대구,1,17:00,0.8,0.7,0.2,0.3,0.1,0,2
2020-09-06,대구,0,14:00,0,0.7,1.2,0,0,0,1.9
2020-09-06,대구,1,17:00,0,0,0,1.5,1.4,0.3,1.5
2020-09-08,대구,0,18:30,0,0,0,0,0,0,0
2020-09-09,대구,0,15:00,0,0,0,0,0,0,0
2020-09-09,대구,0,18:30,0,0,0,0,0,0,0
2020-09-17,대구,0,18:30,0,0,0,0,0,0,0
2020-09-18,대구,0,18:30,0,0,0,0,0,0,0
2020-09-19,대구,0,17:00,0,0,0,0,0,0,0
2020-09-20,대구,0,14:00,0,0,0,0,0,0,0
2020-09-26,대구,0,17:00,0,0,0,0,0,0,0
2020-09-27,대구,0,14:00,0,0,0,0,0,0,0
2020-09-29,대구,0,18:30,0,0,0,0,0,0,0
2020-09-30,대구,0,14:00,0,0,0,0,0,0,0
2020-10-01,대구,0,14:00,0,0,0,0,0,0,0
2020-10-02,대구,0,14:00,0,0,0,0,0,0,0
2020-10-09,대구,0,17:00,0,0,0,0,0,0,0
2020-10-10,대구,0,17:00,0,0,0,0,0,0,0
2020-10-11,대구,0,14:00,0,0,0,0,0,0,0
2020-10-13,대구,0,18:30,0,0,0,0,0,0,0
2020-10-14,대구,0,18:30,0,0,0,0,0,0,0
2020-10-15,대구,0,18:30,0,0,0,0,0,0,0
2020-10-30,대구,0,18:30,0,0,0,0,0,0,0
2021-04-09,대구,0,18:30,0,0,0,0,0,0,0
2021-04-10,대구,0,14:00,0,0,0,0,0,0,0
2021-04-11,대구,0,14:00,0,0,0,0,0,0,0
2021-04-13,대구,0,18:30,0,0,0,0,0,0,0
2021-04-14,대구,0,18:30,0,0,0,0,0,0,0
2021-04-15,대구,0,18:30,0,0,0,0,0,0,0
2021-04-20,대구,0,18:30,0,0,0,0,0,0,0
2021-04-21,대구,0,18:30,0,0,0,0,0,0,0
2021-04-22,대구,0,18:30,0,0,0,0,0,0,0
2021-04-27,대구,0,18:30,0,0,0,0,0,0,0
2021-04-28,대구,0,18:30,0,0,0,0,0,0,0
2021-04-29,대구,0,18:30,0,0,0,0,0,0,0
2021-04-30,대구,0,18:30,0,0,0,0,0,0,0
2021-05-01,대구,0,17:00,0,0,0,0,0,0,0
2021-05-02,대구,0,14:00,0,0,0,0,0,0,0
2021-05-07,대구,0,18:30,0,0,0,0,0,0,0
2021-05-08,대구,0,17:00,0,0,0,0,0,0,0
2021-05-09,대구,0,14:00,0,0,0,0,0,0,0
2021-05-18,대구,0,18:30,0,0,0,0,0,0,0
2021-05-19,대구,0,14:00,0,0,0,0,0,0,0
2021-05-20,대구,0,18:30,0.1,0,0,0.1,0.2,0.1,0.2
2021-05-21,대구,0,18:30,0,0,0,0,0,0,0
2021-05-22,대구,0,17:00,0,0,0,0,0,0,0
2021-05-23,대구,0,14:00,0,0,0,0,0,0,0
2021-05-28,대구,0,18:30,0,0,0,0,0,0,0
2021-05-29,대구,0,17:00,0,0,0,0,0,0,0
2021-05-30,대구,0,14:00,0,0,0,0,0,0,0
2021-06-08,대구,0,18:30,0,0,0,0,0,0,0
2021-06-09,대구,0,18:30,0,0,0,0,0,0,0
2021-06-10,대구,0,18:30,0,0,0,0,0,0,0
2021-06-11,대구,0,18:30,0,0,0,0,0,0,0
2021-06-12,대구,0,17:00,0,0,0,0,0,0,0
