타율,전체 타수 대비 안타 수의 비율. 보통 0.300 이상이면 우수.,https://ko.wikipedia.org/wiki/타율
홈런,타자가 친 공이 외야 담장을 넘겨서 곧바로 득점이 되는 것.,https://ko.wikipedia.org/wiki/홈런
OPS,출루율과 장타율의 합으로 타자의 공격력을 나타냄.,https://ko.wikipedia.org/wiki/OPS
ERA,평균 자책점. 투수가 9이닝 동안 허용하는 평균 실점.,https://ko.wikipedia.org/wiki/평균_자책점
